Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,HouseAge,RemodAge
728,20,RL,64.0,7314,Pave,NA,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,4,3,PConc,4.0,3,3,6,724.0,1,0.0,508.0,1232.0,GasA,5,Y,SBrkr,1232,0,0,1232,1.0,0.0,2,0,2,1,4.0,6,8.0,0,0,Attchd,2007.0,2,2.0,632.0,3,3,3,132,0,0,0,0,0,0,0,NA,0,2,2009,WD,Normal,194500.0,2464.0,3.0,2,2
729,90,RL,85.0,11475,Pave,NA,4,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,3,3,CBlock,3.0,3,1,1,0.0,1,0.0,1584.0,1584.0,GasA,3,Y,SBrkr,1776,0,0,1776,1.0,0.0,2,0,4,2,3.0,9,8.0,0,0,Detchd,1968.0,1,3.0,888.0,3,3,3,0,25,0,0,0,0,0,0,NA,0,7,2009,COD,Abnorml,110000.0,3360.0,3.0,51,51
730,30,RM,52.0,6240,Pave,Grvl,4,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,Unknown,0.0,3,3,CBlock,3.0,3,1,4,152.0,1,0.0,628.0,780.0,GasA,3,Y,FuseA,848,0,360,1208,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Detchd,1962.0,1,2.0,539.0,3,3,3,0,23,112,0,0,0,0,0,NA,0,1,2009,WD,Normal,103000.0,1628.0,1.0,84,59
731,120,RL,39.0,5389,Pave,NA,3,Lvl,AllPub,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,Unknown,0.0,4,3,PConc,4.0,3,1,6,1180.0,1,0.0,415.0,1595.0,GasA,5,Y,SBrkr,1616,0,0,1616,1.0,0.0,2,0,2,1,4.0,5,8.0,1,3,Attchd,1995.0,2,2.0,608.0,3,3,3,237,152,0,0,0,0,0,0,NA,0,3,2010,WD,Normal,236500.0,3211.0,3.0,15,14
732,80,RL,73.0,9590,Pave,NA,3,Lvl,AllPub,Corner,3,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,4,3,PConc,5.0,3,3,6,786.0,1,0.0,82.0,868.0,GasA,5,Y,SBrkr,1146,0,0,1146,1.0,0.0,2,0,3,1,4.0,6,8.0,1,4,Attchd,2003.0,3,2.0,438.0,3,3,3,160,22,0,0,0,0,0,0,NA,0,5,2007,WD,Normal,187500.0,2014.0,3.0,4,4
733,60,RL,75.0,11404,Pave,NA,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,4.0,3,3,5,252.0,1,0.0,901.0,1153.0,GasA,5,Y,SBrkr,1153,878,0,2031,0.0,0.0,2,1,3,1,4.0,8,8.0,1,3,Attchd,1998.0,3,2.0,541.0,3,3,3,192,84,0,0,0,0,0,0,NA,0,7,2008,WD,Normal,222500.0,3184.0,2.5,10,9
734,20,RL,80.0,10000,Pave,NA,4,Lvl,AllPub,Corner,3,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,Unknown,0.0,3,3,CBlock,3.0,3,1,4,594.0,1,0.0,270.0,864.0,GasA,5,Y,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,3.0,6,8.0,1,3,Attchd,1961.0,2,1.0,264.0,3,3,3,165,0,0,0,0,0,0,2,Shed,400,3,2009,WD,Normal,131400.0,2008.0,2.0,48,26
735,20,RL,,8978,Pave,NA,3,Lvl,AllPub,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,Unknown,0.0,3,3,PConc,3.0,3,1,1,0.0,1,0.0,948.0,948.0,GasA,3,Y,SBrkr,948,0,0,948,0.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Attchd,1968.0,1,1.0,300.0,3,3,3,147,0,0,0,0,0,0,0,NA,0,5,2007,WD,Family,108000.0,1896.0,1.0,39,39
736,75,RM,60.0,10800,Pave,NA,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,BrkTil,4.0,3,2,3,390.0,1,0.0,490.0,880.0,GasW,2,N,SBrkr,880,888,0,1768,0.0,0.0,1,1,2,1,3.0,6,8.0,2,3,Detchd,1914.0,1,2.0,320.0,3,3,1,0,341,0,0,0,0,0,0,NA,0,10,2006,WD,Normal,163000.0,2648.0,1.5,92,36
737,90,RL,60.0,8544,Pave,NA,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,Unknown,0.0,3,3,CBlock,,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,N,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,3.0,6,8.0,0,0,Detchd,1949.0,1,2.0,400.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,7,2006,WD,Normal,93500.0,1040.0,2.0,56,56
738,60,RL,72.0,10463,Pave,NA,3,HLS,AllPub,CulDSac,3,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,4,3,PConc,4.0,3,1,1,0.0,1,0.0,893.0,893.0,GasA,5,Y,SBrkr,901,900,0,1801,0.0,0.0,2,1,3,1,4.0,8,8.0,1,4,Attchd,2005.0,3,3.0,800.0,3,3,3,0,116,0,0,0,0,0,0,NA,0,6,2006,WD,Normal,239900.0,2694.0,2.5,1,1
739,90,RL,60.0,10800,Pave,NA,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,Unknown,0.0,3,3,CBlock,4.0,4,4,6,1200.0,1,0.0,0.0,1200.0,GasA,3,Y,SBrkr,1200,0,0,1200,3.0,0.0,3,0,3,1,3.0,5,8.0,0,0,NA,,0,0.0,0.0,0,0,3,120,0,0,0,0,0,0,0,NA,0,3,2009,WD,Alloca,179000.0,2400.0,6.0,22,21
740,60,RL,65.0,9313,Pave,NA,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,4,3,PConc,4.0,3,1,1,0.0,1,0.0,864.0,864.0,GasA,5,Y,SBrkr,864,864,0,1728,0.0,0.0,2,1,3,1,4.0,7,8.0,0,0,Attchd,2004.0,2,2.0,572.0,3,3,3,187,56,0,0,0,0,0,0,NA,0,4,2009,WD,Normal,190000.0,2592.0,2.5,5,5
741,70,RM,60.0,9600,Pave,Grvl,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,Unknown,0.0,3,4,BrkTil,2.0,2,1,1,0.0,1,0.0,264.0,264.0,GasA,5,Y,SBrkr,768,664,0,1432,0.0,0.0,2,0,2,1,3.0,7,8.0,0,0,Detchd,1910.0,1,2.0,360.0,3,4,3,270,0,112,0,0,0,0,4,NA,0,5,2007,WD,Abnorml,132000.0,1696.0,2.0,97,5
742,20,RL,65.0,6768,Pave,NA,3,Lvl,AllPub,Inside,3,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,Unknown,0.0,3,4,CBlock,3.0,3,2,6,832.0,1,0.0,80.0,912.0,GasA,4,Y,SBrkr,912,0,0,912,1.0,1.0,1,0,3,1,4.0,5,8.0,0,0,Detchd,1962.0,1,1.0,288.0,3,3,3,168,0,0,0,0,0,0,4,NA,0,5,2008,WD,Normal,142000.0,1824.0,2.5,47,12
743,20,RL,65.0,8450,Pave,NA,4,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,4.0,3,1,1,0.0,1,0.0,1349.0,1349.0,GasA,5,Y,SBrkr,1349,0,0,1349,0.0,0.0,2,0,3,1,3.0,6,8.0,0,0,Attchd,2000.0,1,2.0,539.0,3,3,3,120,55,0,0,0,0,0,4,NA,0,12,2007,WD,Normal,179000.0,2698.0,2.0,7,6
744,80,RL,70.0,12886,Pave,NA,3,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,Unknown,0.0,3,3,CBlock,4.0,3,3,5,444.0,1,0.0,76.0,520.0,GasA,5,Y,SBrkr,1464,0,0,1464,0.0,1.0,2,0,3,1,3.0,6,6.0,1,3,Attchd,1997.0,2,2.0,480.0,3,3,3,302,0,0,0,100,0,0,0,NA,0,10,2009,WD,Normal,175000.0,1984.0,2.5,46,10
745,120,RL,41.0,5395,Pave,NA,3,HLS,AllPub,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Unknown,0.0,4,3,PConc,4.0,3,1,6,733.0,1,0.0,604.0,1337.0,GasA,4,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,4.0,5,8.0,1,3,Attchd,1993.0,2,2.0,462.0,3,3,3,96,0,70,168,0,0,0,0,NA,0,10,2008,WD,Normal,180000.0,2674.0,3.0,15,15
746,60,RL,,8963,Pave,NA,3,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,5,4,CBlock,3.0,4,1,6,575.0,5,80.0,487.0,1142.0,GasA,5,Y,SBrkr,1175,1540,0,2715,0.0,1.0,3,1,4,1,4.0,11,8.0,2,3,BuiltIn,1994.0,3,2.0,831.0,3,3,3,0,204,0,0,0,0,0,0,NA,0,7,2008,WD,Normal,299800.0,3857.0,4.0,32,12
747,60,RL,,8795,Pave,NA,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,4,3,PConc,4.0,3,1,6,300.0,1,0.0,652.0,952.0,GasA,5,Y,SBrkr,980,1276,0,2256,0.0,0.0,2,1,4,1,4.0,8,8.0,1,3,BuiltIn,2000.0,3,2.0,554.0,3,3,3,224,54,0,0,0,0,0,0,NA,0,4,2009,WD,Normal,236000.0,3208.0,2.5,9,9
748,70,RM,65.0,11700,Pave,Pave,3,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,Unknown,0.0,4,3,Stone,3.0,2,1,1,0.0,1,0.0,1240.0,1240.0,GasW,3,N,SBrkr,1320,1320,0,2640,0.0,0.0,1,1,4,1,4.0,8,8.0,1,4,Detchd,1950.0,1,4.0,864.0,3,3,1,181,0,386,0,0,0,0,0,NA,0,5,2009,WD,Normal,265979.0,3880.0,1.5,129,6
749,20,RL,59.0,10593,Pave,NA,3,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,4.0,3,1,6,919.0,1,0.0,801.0,1720.0,GasA,5,Y,SBrkr,1720,0,0,1720,1.0,0.0,2,0,3,1,4.0,7,8.0,1,3,Attchd,1996.0,3,2.0,527.0,3,3,3,240,56,154,0,0,0,0,0,NA,0,3,2010,WD,Normal,260400.0,3440.0,3.0,14,14
750,50,RL,50.0,8405,Pave,NA,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,Unknown,0.0,3,3,Slab,,0,0,0,0.0,0,0.0,0.0,0.0,Wall,3,N,FuseF,1088,441,0,1529,0.0,0.0,2,0,4,1,3.0,9,5.0,0,0,Detchd,1945.0,1,1.0,240.0,3,3,1,92,0,185,0,0,0,0,0,NA,0,4,2009,WD,Normal,98000.0,1529.0,2.0,64,59
751,50,RM,55.0,8800,Pave,Grvl,4,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,BrkTil,3.0,2,1,1,0.0,1,0.0,576.0,576.0,GasA,4,Y,SBrkr,792,348,0,1140,0.0,0.0,1,0,3,1,3.0,7,6.0,0,0,NA,,0,0.0,0.0,0,0,1,0,160,0,0,0,0,0,0,NA,0,6,2010,WD,Normal,96500.0,1716.0,1.0,100,6
752,60,RL,,7750,Pave,NA,4,Lvl,AllPub,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,4,3,PConc,4.0,3,1,1,0.0,1,0.0,660.0,660.0,GasA,5,Y,SBrkr,660,660,0,1320,0.0,0.0,2,1,3,1,4.0,6,8.0,0,0,Attchd,2003.0,3,2.0,400.0,3,3,3,0,48,0,0,0,0,0,0,NA,0,8,2007,WD,Normal,162000.0,1980.0,2.5,4,4
753,20,RL,79.0,9236,Pave,NA,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,3,4,PConc,4.0,3,4,6,1200.0,1,0.0,279.0,1479.0,GasA,5,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,4.0,6,8.0,0,0,Attchd,1997.0,2,2.0,576.0,3,3,3,168,27,0,0,0,0,0,0,NA,0,7,2006,WD,Normal,217000.0,2973.0,3.0,9,9
754,60,RL,80.0,10240,Pave,NA,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4.0,3,2,1,0.0,1,0.0,1030.0,1030.0,GasA,4,Y,SBrkr,1038,1060,0,2098,0.0,0.0,2,1,3,1,5.0,8,8.0,1,4,Attchd,2005.0,2,3.0,878.0,3,3,3,192,52,0,0,0,0,0,0,NA,0,3,2006,WD,Normal,275500.0,3128.0,2.5,1,1
755,20,RL,61.0,7930,Pave,NA,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,Unknown,0.0,3,3,CBlock,3.0,3,1,6,439.0,2,472.0,115.0,1026.0,GasA,4,Y,SBrkr,1026,0,0,1026,1.0,0.0,1,0,3,1,4.0,5,8.0,0,0,Detchd,1969.0,2,2.0,440.0,3,3,3,171,48,0,0,0,0,0,0,NA,0,7,2009,WD,Normal,156000.0,2052.0,2.0,40,4
756,160,FV,34.0,3230,Pave,Pave,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,3,3,PConc,4.0,3,1,6,381.0,1,0.0,348.0,729.0,GasA,4,Y,SBrkr,742,729,0,1471,0.0,0.0,2,1,3,1,3.0,6,8.0,0,0,Detchd,1999.0,1,2.0,440.0,3,3,3,0,24,0,0,0,0,0,0,NA,0,3,2009,WD,Normal,172500.0,2200.0,2.5,10,10
757,60,RL,68.0,10769,Pave,NA,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,4,3,PConc,4.0,3,3,6,20.0,1,0.0,846.0,866.0,GasA,5,Y,SBrkr,866,902,0,1768,0.0,0.0,2,1,3,1,4.0,7,8.0,0,0,Attchd,2007.0,2,2.0,578.0,3,3,3,144,105,0,0,0,0,0,0,NA,0,4,2009,WD,Normal,212000.0,2634.0,2.5,2,2
758,60,RL,,11616,Pave,NA,3,Lvl,AllPub,CulDSac,3,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,3,3,CBlock,3.0,3,2,3,438.0,1,0.0,234.0,672.0,GasA,3,Y,SBrkr,672,714,0,1386,0.0,0.0,2,1,3,1,3.0,6,8.0,1,3,Attchd,1978.0,3,2.0,440.0,3,3,3,335,0,0,0,0,0,0,4,NA,0,4,2010,WD,Abnorml,158900.0,2058.0,2.5,32,32
759,160,FV,24.0,2280,Pave,Pave,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,3,3,PConc,4.0,3,1,5,549.0,1,0.0,195.0,744.0,GasA,4,Y,SBrkr,757,744,0,1501,0.0,0.0,2,1,3,1,3.0,6,8.0,0,0,Detchd,1999.0,1,2.0,440.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,8,2008,WD,Normal,179400.0,2245.0,2.5,9,9
760,60,RL,65.0,12257,Pave,NA,3,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,4,3,PConc,4.0,3,3,2,56.0,5,64.0,1198.0,1318.0,GasA,5,Y,SBrkr,1328,1203,0,2531,0.0,0.0,2,1,4,1,4.0,9,8.0,1,3,Attchd,1995.0,2,3.0,752.0,3,3,3,222,98,0,0,0,0,0,0,NA,0,11,2007,WD,Normal,290000.0,3849.0,2.5,12,12
761,20,RL,70.0,9100,Pave,NA,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,CBlock,3.0,3,1,3,612.0,1,0.0,252.0,864.0,GasA,5,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Detchd,2008.0,1,1.0,300.0,5,5,3,0,0,0,0,0,0,0,0,Shed,450,10,2009,WD,Normal,127500.0,1728.0,1.0,50,50
762,30,RM,60.0,6911,Pave,NA,4,Lvl,AllPub,FR2,3,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,PConc,3.0,3,2,2,405.0,1,0.0,740.0,1145.0,GasA,3,Y,SBrkr,1301,0,0,1301,0.0,0.0,1,0,2,1,2.0,5,7.0,0,0,Detchd,1965.0,1,2.0,440.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,10,2009,WD,Normal,100000.0,2446.0,1.0,85,59
763,60,FV,72.0,8640,Pave,NA,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,3,3,PConc,4.0,3,2,6,24.0,1,0.0,732.0,756.0,GasA,5,Y,SBrkr,764,783,0,1547,0.0,0.0,2,1,3,1,4.0,7,8.0,0,0,Attchd,2009.0,1,2.0,614.0,3,3,3,169,45,0,0,0,0,0,0,NA,0,6,2010,Con,Normal,215200.0,2303.0,2.5,1,1
764,60,RL,82.0,9430,Pave,NA,4,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,4,3,PConc,4.0,3,2,6,1163.0,1,0.0,89.0,1252.0,GasA,5,Y,SBrkr,1268,1097,0,2365,1.0,0.0,2,1,3,1,4.0,8,8.0,1,4,Attchd,1999.0,2,3.0,856.0,3,3,3,0,128,0,0,180,0,0,0,NA,0,7,2009,WD,Normal,337000.0,3617.0,3.5,10,10
765,120,RL,30.0,9549,Pave,NA,3,Lvl,AllPub,CulDSac,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,Unknown,0.0,4,4,PConc,4.0,4,3,2,437.0,6,1057.0,0.0,1494.0,GasA,5,Y,SBrkr,1494,0,0,1494,1.0,0.0,1,1,2,1,5.0,6,8.0,1,4,Attchd,1995.0,3,2.0,481.0,3,3,3,0,30,0,0,216,0,0,0,NA,0,4,2006,WD,Normal,270000.0,2988.0,2.5,11,10
766,20,RL,75.0,14587,Pave,NA,3,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,4,3,PConc,4.0,3,1,1,0.0,1,0.0,1498.0,1498.0,GasA,5,Y,SBrkr,1506,0,0,1506,0.0,0.0,2,0,2,1,5.0,6,8.0,1,4,Attchd,2008.0,3,2.0,592.0,3,3,3,0,174,0,0,0,0,0,0,NA,0,8,2008,New,Partial,264132.0,3004.0,2.0,0,0
767,60,RL,80.0,10421,Pave,NA,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,3,3,CBlock,4.0,3,1,6,394.0,1,0.0,586.0,980.0,GasA,3,Y,SBrkr,980,734,0,1714,0.0,0.0,2,1,3,1,3.0,7,8.0,1,3,Attchd,1988.0,1,2.0,496.0,3,3,3,228,66,156,0,0,0,0,3,Shed,500,3,2010,WD,Normal,196500.0,2694.0,2.5,22,22
768,50,RL,75.0,12508,Pave,NA,3,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,3,3,CBlock,4.0,3,2,5,660.0,1,0.0,323.0,983.0,GasA,5,Y,SBrkr,983,767,0,1750,1.0,0.0,2,0,4,1,3.0,7,5.0,0,0,Attchd,1989.0,1,1.0,423.0,3,3,3,245,0,156,0,0,0,0,0,Shed,1300,7,2008,WD,Normal,160000.0,2733.0,3.0,68,23
769,20,RL,70.0,9100,Pave,NA,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Unknown,0.0,4,3,PConc,4.0,3,1,6,24.0,1,0.0,1836.0,1860.0,GasA,5,Y,SBrkr,1836,0,0,1836,0.0,0.0,2,0,3,1,4.0,8,8.0,1,4,Attchd,2004.0,3,2.0,484.0,3,3,3,120,33,0,0,0,0,0,0,NA,0,10,2006,WD,Normal,216837.0,3696.0,2.0,2,1
770,60,RL,47.0,53504,Pave,NA,2,HLS,AllPub,CulDSac,2,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,5,3,PConc,4.0,3,4,5,1416.0,1,0.0,234.0,1650.0,GasA,5,Y,SBrkr,1690,1589,0,3279,1.0,0.0,3,1,4,1,5.0,12,5.0,1,4,BuiltIn,2003.0,3,3.0,841.0,3,3,3,503,36,0,0,210,0,0,0,NA,0,6,2010,WD,Normal,538000.0,4929.0,4.5,7,7
771,85,RL,,7252,Pave,NA,3,Lvl,AllPub,CulDSac,3,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,CBlock,4.0,3,3,6,685.0,1,0.0,173.0,858.0,GasA,3,Y,SBrkr,858,0,0,858,1.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Detchd,1983.0,1,2.0,576.0,3,3,3,120,0,0,0,0,0,0,0,NA,0,4,2009,WD,Normal,134900.0,1716.0,2.0,27,27
772,20,RL,67.0,8877,Pave,NA,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,CBlock,2.0,2,1,2,836.0,1,0.0,0.0,836.0,GasA,3,Y,FuseF,1220,0,0,1220,0.0,0.0,1,0,2,1,3.0,6,8.0,0,0,Detchd,1951.0,1,2.0,396.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,4,2006,COD,Normal,102000.0,2056.0,1.0,55,55
773,80,RL,94.0,7819,Pave,NA,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,Unknown,0.0,3,3,CBlock,3.0,3,3,5,422.0,4,127.0,480.0,1029.0,GasA,3,Y,SBrkr,1117,0,0,1117,1.0,0.0,1,0,3,1,3.0,6,8.0,1,3,Detchd,1976.0,1,2.0,672.0,3,3,3,144,0,0,0,0,0,0,3,NA,0,3,2010,WD,Abnorml,107000.0,2146.0,2.0,34,34
774,20,RL,70.0,10150,Pave,NA,4,Lvl,AllPub,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,Unknown,1.0,3,3,CBlock,3.0,3,1,3,456.0,1,0.0,456.0,912.0,GasA,5,Y,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Attchd,1958.0,2,1.0,275.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,7,2007,COD,Normal,114500.0,1824.0,1.0,49,49
775,20,RL,110.0,14226,Pave,NA,4,Lvl,AllPub,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,4,3,PConc,4.0,3,3,1,0.0,1,0.0,1935.0,1935.0,GasA,4,Y,SBrkr,1973,0,0,1973,0.0,0.0,2,0,3,1,4.0,9,8.0,1,4,Attchd,2006.0,3,3.0,895.0,3,3,3,315,45,0,0,0,0,0,0,NA,0,7,2007,New,Partial,395000.0,3908.0,2.0,1,1
776,120,RM,32.0,4500,Pave,NA,4,Lvl,AllPub,FR2,3,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,3,3,PConc,5.0,3,1,6,866.0,1,0.0,338.0,1204.0,GasA,5,Y,SBrkr,1204,0,0,1204,1.0,0.0,2,0,2,1,3.0,5,8.0,0,0,Attchd,1998.0,3,2.0,412.0,3,3,3,0,247,0,0,0,0,0,0,NA,0,6,2009,WD,Normal,162000.0,2408.0,3.0,11,11
